"Quantity","Error","Model","Mediators","Distance","Type"
"CD",0.639865996649916,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.7037037037037,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.10952380952381,"Llama 3.1 Math CoT",2,1,"Local"
"XD",1.04166666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.644927536231884,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0821917808219177,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.597989949748744,"Llama 3.1 Math CoT",0,1,"Local"
"XY",7.7037037037037,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0857142857142857,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.883333333333333,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.768115942028985,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.100456621004566,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.636515912897823,"Llama 3.1 Math CoT",0,1,"Local"
"XY",5.81481481481481,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.061904761904762,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.825,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.681159420289855,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0776255707762556,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.599664991624791,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.40740740740741,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.119047619047619,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.908333333333333,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.659420289855072,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0182648401826484,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.634840871021776,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.85185185185185,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.152380952380952,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.775,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.615942028985507,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.127853881278539,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.623115577889447,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.2962962962963,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.00476190476190477,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.85,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.652173913043478,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0136986301369863,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.608040201005025,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.22222222222222,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0190476190476191,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.775,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.688405797101449,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0273972602739726,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.624790619765494,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.00476190476190477,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.941666666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.557971014492753,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.00913242009132421,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.644891122278057,"Llama 3.1 Math CoT",0,1,"Local"
"XY",7.03703703703704,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.00476190476190477,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.866666666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.615942028985507,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0547945205479453,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.624790619765494,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.48148148148148,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0904761904761906,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.858333333333333,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.644927536231884,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.596314907872697,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.18518518518519,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0333333333333334,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.875,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.594202898550725,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0958904109589041,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.624790619765494,"Llama 3.1 Math CoT",0,1,"Local"
"XY",5.74074074074074,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.833333333333333,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.673913043478261,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0639269406392695,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.654941373534338,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.22222222222222,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.1,"Llama 3.1 Math CoT",2,1,"Local"
"XD",1.05,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.615942028985507,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0136986301369863,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.603015075376884,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.37037037037037,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.00952380952380953,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.816666666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.579710144927536,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.00913242009132421,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.641541038525963,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.33333333333333,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.866666666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.543478260869565,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0867579908675799,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.619765494137353,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.85185185185185,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.114285714285714,"Llama 3.1 Math CoT",2,1,"Local"
"XD",1.175,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.717391304347826,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0547945205479453,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.589614740368509,"Llama 3.1 Math CoT",0,1,"Local"
"XY",7,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0333333333333334,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.783333333333333,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.739130434782609,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.100456621004566,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.641541038525963,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.2962962962963,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0904761904761906,"Llama 3.1 Math CoT",2,1,"Local"
"XD",1.11666666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.702898550724637,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.105022831050228,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.634840871021776,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.96296296296296,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0476190476190477,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.925,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.702898550724637,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.091324200913242,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.609715242881072,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.66666666666667,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0857142857142858,"Llama 3.1 Math CoT",2,1,"Local"
"XD",1.11666666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.673913043478261,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0319634703196347,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.614740368509213,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.07407407407407,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0142857142857143,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.991666666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.753623188405797,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0776255707762556,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.618090452261307,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.51851851851852,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0571428571428572,"Llama 3.1 Math CoT",2,1,"Local"
"XD",1.00833333333333,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.601449275362319,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0319634703196347,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.624790619765494,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.7037037037037,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.080952380952381,"Llama 3.1 Math CoT",2,1,"Local"
"XD",1.03333333333333,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.652173913043478,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0045662100456621,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.611390284757119,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.77777777777778,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0285714285714286,"Llama 3.1 Math CoT",2,1,"Local"
"XD",1.125,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.731884057971014,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.10958904109589,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.608040201005025,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.2962962962963,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0,"Llama 3.1 Math CoT",2,1,"Local"
"XD",1.025,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.652173913043478,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.100456621004566,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.574539363484087,"Llama 3.1 Math CoT",0,1,"Local"
"XY",7.48148148148148,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0857142857142858,"Llama 3.1 Math CoT",2,1,"Local"
"XD",1.01666666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.644927536231884,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.091324200913242,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.604690117252931,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.7037037037037,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.061904761904762,"Llama 3.1 Math CoT",2,1,"Local"
"XD",1.11666666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.543478260869565,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0319634703196347,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.619765494137353,"Llama 3.1 Math CoT",0,1,"Local"
"XY",7.25925925925926,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0761904761904763,"Llama 3.1 Math CoT",2,1,"Local"
"XD",1.03333333333333,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.688405797101449,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0867579908675799,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.589614740368509,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.2962962962963,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.00952380952380953,"Llama 3.1 Math CoT",2,1,"Local"
"XD",1.05,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.717391304347826,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0730593607305935,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.614740368509213,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.18518518518519,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0333333333333334,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.85,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.608695652173913,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0273972602739726,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.638190954773869,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.33333333333333,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0285714285714286,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.891666666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.673913043478261,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0684931506849316,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.579564489112228,"Llama 3.1 Math CoT",0,1,"Local"
"XY",7.37037037037037,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0571428571428572,"Llama 3.1 Math CoT",2,1,"Local"
"XD",1.04166666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.615942028985507,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0228310502283105,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.606365159128978,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.2962962962963,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0571428571428572,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.933333333333333,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.615942028985507,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0228310502283105,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.613065326633166,"Llama 3.1 Math CoT",0,1,"Local"
"XY",5.74074074074074,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0428571428571429,"Llama 3.1 Math CoT",2,1,"Local"
"XD",1.16666666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.688405797101449,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.045662100456621,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.633165829145729,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.62962962962963,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0428571428571429,"Llama 3.1 Math CoT",2,1,"Local"
"XD",1.025,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.746376811594203,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.100456621004566,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.631490787269682,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.96296296296296,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0428571428571429,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.933333333333333,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.804347826086956,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.10958904109589,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.613065326633166,"Llama 3.1 Math CoT",0,1,"Local"
"XY",5.55555555555556,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0952380952380953,"Llama 3.1 Math CoT",2,1,"Local"
"XD",1.25,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.855072463768116,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.10958904109589,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.649916247906198,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.44444444444445,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.825,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.623188405797101,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0365296803652968,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.646566164154104,"Llama 3.1 Math CoT",0,1,"Local"
"XY",5.44444444444444,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.123809523809524,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.933333333333333,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.673913043478261,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.045662100456621,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.629815745393635,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.55555555555556,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.128571428571429,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.783333333333333,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.681159420289855,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.123287671232877,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.591289782244556,"Llama 3.1 Math CoT",0,1,"Local"
"XY",7.18518518518519,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.00952380952380953,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.958333333333333,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.579710144927536,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0182648401826484,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.618090452261307,"Llama 3.1 Math CoT",0,1,"Local"
"XY",7.07407407407407,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0380952380952381,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.908333333333333,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.760869565217391,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.123287671232877,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.592964824120603,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.40740740740741,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0476190476190477,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.875,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.623188405797101,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0136986301369863,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.592964824120603,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.66666666666667,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.00476190476190477,"Llama 3.1 Math CoT",2,1,"Local"
"XD",1.01666666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.789855072463768,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.127853881278539,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.604690117252931,"Llama 3.1 Math CoT",0,1,"Local"
"XY",7.14814814814815,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0904761904761906,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.833333333333333,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.58695652173913,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0136986301369863,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.641541038525963,"Llama 3.1 Math CoT",0,1,"Local"
"XY",7.07407407407407,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0666666666666667,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.941666666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.77536231884058,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0867579908675799,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.606365159128978,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.40740740740741,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0190476190476191,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.883333333333333,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.688405797101449,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0593607305936074,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.613065326633166,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.03703703703704,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0476190476190477,"Llama 3.1 Math CoT",2,1,"Local"
"XD",1.00833333333333,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.652173913043478,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.00913242009132421,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.59463986599665,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.48148148148148,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0476190476190475,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.925,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.688405797101449,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.091324200913242,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.601340033500838,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.92592592592593,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0523809523809524,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.958333333333333,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.644927536231884,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0593607305936074,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.587939698492462,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.03703703703704,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0190476190476191,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.941666666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.710144927536232,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0684931506849316,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.608040201005025,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.55555555555556,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0761904761904763,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.891666666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.739130434782609,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0958904109589041,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.61641541038526,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.74074074074074,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.1,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.966666666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.72463768115942,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.141552511415525,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.6214405360134,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0523809523809524,"Llama 3.1 Math CoT",2,1,"Local"
"XD",1.03333333333333,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.77536231884058,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.132420091324201,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.614740368509213,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.07407407407407,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0142857142857143,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.866666666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.63768115942029,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0730593607305935,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.614740368509213,"Llama 3.1 Math CoT",0,1,"Local"
"XY",7.7037037037037,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0857142857142858,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.9,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.826086956521739,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.178082191780822,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.608040201005025,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.40740740740741,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.123809523809524,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.941666666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.702898550724637,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0867579908675799,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.606365159128978,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.66666666666667,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0714285714285715,"Llama 3.1 Math CoT",2,1,"Local"
"XD",1.05,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.731884057971014,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0182648401826484,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.619765494137353,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.18518518518519,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.10952380952381,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.916666666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.630434782608696,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0639269406392695,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.623115577889447,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.25925925925926,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0523809523809524,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.85,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.818840579710145,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0502283105022832,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.6214405360134,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.03703703703704,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.038095238095238,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.916666666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.702898550724637,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0593607305936074,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.611390284757119,"Llama 3.1 Math CoT",0,1,"Local"
"XY",7.11111111111111,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.061904761904762,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.883333333333333,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.579710144927536,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0821917808219177,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.577889447236181,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.66666666666667,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0142857142857143,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.841666666666667,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.731884057971014,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.0547945205479453,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.609715242881072,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.74074074074074,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0476190476190477,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.808333333333333,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.81159420289855,"Llama 3.1 Math CoT",3,2,"Local"
"DY",0.123287671232877,"Llama 3.1 Math CoT",2,1,"Local"
"CD",0.644891122278057,"Llama 3.1 Math CoT",0,1,"Local"
"XY",6.51851851851852,"Llama 3.1 Math CoT",6,3,"Global"
"XC",0.0904761904761906,"Llama 3.1 Math CoT",2,1,"Local"
"XD",0.958333333333333,"Llama 3.1 Math CoT",3,2,"Local"
"CY",0.644927536231884,"Llama 3.1 Math CoT",3,2,"Local"
